1650754800,22796967,67048
1650841200,22864015,43072
1650927600,22907087,50473
1651014000,22957560,73749
1651100400,23031309,72339
1651186800,23103648,47163
1651273200,23150811,46458
1651359600,23197269,56915
1651446000,23254184,77510
1651532400,23331694,74254
1651618800,23405948,72157
1651705200,23478105,47461
1651791600,23525566,64425
1651878000,23589991,55158
1651964400,23645149,76929
1652050800,23722078,76886
1652137200,23798964,51904
1652223600,23850868,76998
1652310000,23927866,63617
1652396400,23991483,64063
1652482800,24055546,80448
1652569200,24135994,77796
1652655600,24213790,51272
1652742000,24265062,64118
1652828400,24329180,71764
1652914800,24400944,51984
1653001200,24452928,32842
1653087600,24485770,74508
1653174000,24560278,80541
1653260400,24640819,32252
1653346800,24673071,56280
1653433200,24729351,59607
1653519600,24788958,63620
1653606000,24852578,71797
1653692400,24924375,70832
1653778800,24995207,51633
1653865200,25046840,60892
1653951600,25107732,61129
1654038000,25168861,57268
1654124400,25226129,89857
1654210800,25315986,62429
1654297200,25378415,79477
1654383600,25457892,23646
1654470000,25481538,59036
1654556400,25540574,38638
1654642800,25579212,27589
1654729200,25606801,55522
1654815600,25662323,53340
1654902000,25715663,71025
1654988400,25786688,84300
1655074800,25870988,77306
1655161200,25948294,90896
1655247600,26039190,84711
1655334000,26123901,86173
1655420400,26210074,82609
1655506800,26292683,76878
1655593200,26369561,38176
1655679600,26407737,69279
1655766000,26477016,47841
1655852400,26524857,86917
1655938800,26611774,76791
1656025200,26688565,53413
1656111600,26741978,44100
1656198000,26786078,52394
1656284400,26838472,39935
1656370800,26878407,81358
1656457200,26959765,79690
1656543600,27039455,33984
1656630000,27073439,68034
1656716400,27141473,74787
1656802800,27216260,68231
1656889200,27284491,80526
1656975600,27365017,69819
1657062000,27434836,62778
1657148400,27497614,43255
1657234800,27540869,80132
1657321200,27621001,71273
1657407600,27692274,64249
1657494000,27756523,75898
1657580400,27832421,77060
1657666800,27909481,55764
1657753200,27965245,72047
1657839600,28037292,72612
1657926000,28109904,80006
1658012400,28189910,81396
1658098800,28271306,77547
1658185200,28348853,79157
1658271600,28428010,42631
1658358000,28470641,15749
1658444400,28486390,53947
1658530800,28540337,75461
1658617200,28615798,79241
1658703600,28695039,55499
1658790000,28750538,45298
1658876400,28795836,55996
1658962800,28851832,56829
1659049200,28908661,69850
1659135600,28978511,66461
1659222000,29044972,49214
1659308400,29094186,56206
1659394800,29150392,70154
1659481200,29220546,71160
1659567600,29291706,45834
1659654000,29337540,53865
1659740400,29391405,64327
1659826800,29455732,77458
1659913200,29533190,74669
1659999600,29607859,75887
1660086000,29683746,73167
1660172400,29756913,71809
1660258800,29828722,71684
1660345200,29900406,71188
1660431600,29971594,51979
1660518000,30023573,45216
1660604400,30068789,51763
1660690800,30120552,32613
1660777200,30153165,51331
1660863600,30204496,36621
1660950000,30241117,63127
1661036400,30304244,51471
1661122800,30355715,52206
1661209200,30407921,58605
1661295600,30466526,53732
1661382000,30520258,51755
1661468400,30572013,30330
1661554800,30602343,37422
1661641200,30639765,61026
1661727600,30700791,58385
1661814000,30759176,57247
1661900400,30816423,58056
1661986800,30874479,58563
1662073200,30933042,56189
1662159600,30989231,42231
1662246000,31031462,56182
1662332400,31087644,47380
1662418800,31135024,52301
1662505200,31187325,46714
1662591600,31234039,35997
1662678000,31270036,24399
1662764400,31294435,23861
1662850800,31318296,37609
1662937200,31355905,52483
1663023600,31408388,19834
1663110000,31428222,7152
1663196400,31435374,28596
1663282800,31463970,30166
1663369200,31494136,36048
1663455600,31530184,25946
1663542000,31556130,34075
1663628400,31590205,29452
1663714800,31619657,41256
1663801200,31660913,48909
1663887600,31709822,28255
1663974000,31738077,9011
1664060400,31747088,37345
1664146800,31784433,12127
1664233200,31796560,28024
1664319600,31824584,29823
1664406000,31854407,36283
1664492400,31890690,37398
1664578800,31928088,33432
1664665200,31961520,15310
1664751600,31976830,36307
1664838000,32013137,41484
1664924400,32054621,28117
1665010800,32082738,40047
1665097200,32122785,38764
1665183600,32161549,34944
1665270000,32196493,38695
1665356400,32235188,24282
1665442800,32259470,36065
1665529200,32295535,28393
1665615600,32323928,8111
1665702000,32332039,12770
1665788400,32344809,17304
1665874800,32362113,22709
1665961200,32384822,7630
1666047600,32392452,27167
1666134000,32419619,28478
1666220400,32448097,17736
1666306800,32465833,22334
1666393200,32488167,18373
1666479600,32506540,12921
1666566000,32519461,14538
1666652400,32533999,19906
1666738800,32553905,23136
1666825200,32577041,19170
1666911600,32596211,21255
1666998000,32617466,17703
1667084400,32635169,19201
1667170800,32654370,18215
